Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
401,Iris Solstice,BP,,,Right,2B
405,Sven Jorgenson,BC,,,Right,3B
406,Catfish O'Acid,BC,,,Right,SS
411,Rabbi Chase,BN,,,Right,C
413,Superbone Threefinger,P,TD,S,Right,P
414,Barney Summers,1B,,,Left,C
415,Joe Random,BP,,,Right,C
416,Dallas Houston,BP,,,Right,1B
417,Duke McCracken,BP,,,Right,1B
418,Anthony Richards,SM,,,Right,C
419,Takahiro Hirasawa,SM,,,Left,2B
421,Joe Trundle,BP,,,Right,LF
423,Spike McBride,BN,,,Right,CF
425,Lord Azula,XB,,,Left,1B
439,Karl Jernigan,SM,,,Left,SS
471,Kowboy Rivers,P,NT,B,Right,P
474,Zoey Dalin,SF,BF,H,Left,PH
477,Abraham Lincoln,WC,,,Left,2B
478,Bobo Bones,P,WC,S,Left,P
479,Revan Skywalker,WC,,,Left,2B
480,Captain Harry C Legs,BP,,,Left,2B
481,Don Chalupa,P,NH,H,Right,P
485,Francis X. Clampazzo,SM,,,Right,2B
487,cocl,BC,,,Left,CF
488,Juni Panda,SF,,,Left,1B
490,Zelk Antilles,XB,,,Right,3B
492,Wallace Grommet,TT,,,Right,2B
500,Orlando Champagne,BP,,,Right,3B
501,Fuzzy Spit,XB,,,Right,3B
502,Johnnie Twofingers,1B,,,Right,3B
510,Ray Dingerz,1B,,,Right,LF
516,Blackbean Burrito,MH,,,Right,C
517,Ryan Tyburn,P,NH,H,Right,P
518,Arthur Vandelay,P,FP,S,Left,P
520,Iama Human,P,TT,H,Left,P
522,Good Doggo,XB,,,Right,2B
525,Cam'ron Simmons,1B,,,Right,2B
529,Kyle Mullins,SF,,,Left,2B
530,Ping Pong,MH,,,Left,1B
539,Stubby Footman,BN,,,Right,3B
540,Cockus Mclong,BC,,,Right,CF
541,Starlight,BN,,,Left,SS
545,Randy Poovey,1B,,,Left,1B
546,Cal Otter,1B,,,Left,1B
547,Red Arrow,BC,,,Left,2B
549,Paddy O'Connor,BC,,,Left,SS
553,Alexander Hamilton II,1B,,,Left,SS
557,Monty Johnson,WC,,,Left,C
559,Trevor Mouseman,BC,,,Right,SS
560,Nap Shortsleeve Jr.,XB,,,Left,SS
562,Rotticus Scott,BC,,,Left,SS
563,Fizzbear Doormat,XB,,,Left,2B
564,Nate Kondylis,XB,,,Right,C
567,Cy Doubt,SF,,,Left,LF
570,Deku Matsui,BC,,,Right,C
579,Magnus Dongfest,1B,,,Right,SS
580,Derek Tombides,EN,,,Right,2B
582,Zephraim Donkus,S,,,Left,RF
583,Paulie Wag,BC,,,Left,RF
596,Poop McGee,XB,,,Left,3B
597,Charpasm Chim,XB,,,Left,RF
599,P'quilla Porgsby,XB,,,Right,LF
600,Johnny Hendrix,BC,,,Right,LF
602,Duke Silver,WC,,,Right,C
605,Sini Alexander,P,WC,H,Right,P
606,Homer Nocker,BC,,,Right,C
607,Eli Sasak,BP,,,Right,2B
609,Roy Hobbs,1B,,,Right,LF
610,Francis Swagger,P,BS,H,Left,P
614,Joe Nastasi,WC,,,Right,C
620,Edward Duncan,BP,,,Right,RF
622,Delta Airlines,1B,,,Left,CF
623,Thelonius Junk,SF,,,Left,CF
629,J.J. Romero,BN,,,Right,2B
638,Sablo Panchez,SM,,,Right,SS
639,Bingo Hammersmith,WC,,,Left,SS
640,Slow Low,BC,,,Right,2B
644,Rhys Wilson,EN,,,Left,C
646,Aaron Burr,P,TT,H,Right,P
647,Walter Yeller Weller,BN,,,Left,3B
649,Nelson Van Halen,HK,,,Right,RF
650,Chody Chody,TT,,,Left,CF
651,Rusty Nails,P,EG,B,Left,P
654,Cole Schmole,BC,,,Right,3B
657,Pingu Finn,1B,,,Right,SS
662,Joey Wheeler,TT,,,Right,2B
663,Nico Bico II,BN,,,Left,CF
665,Bench Warmer,BP,,,Right,RF
669,Jeff Nodingerhitters,P,BB,S,Right,P
671,Heechul Kim,BN,,,Left,2B
672,Clarinet Clarinet,BC,,,Left,1B
675,Speedo Meter,P,TD,S,Right,P
679,Scherbie Fully-Loaded,S,,,Right,CF
683,Kris Kringle,1B,,,Right,LF
686,Julio Escobar,MH,,,Right,SS
696,Ayden Davis,EN,,,Right,3B
697,Alaric Davis,SM,,,Left,SS
698,Joaquin Flair,BC,NH,H,Left,PH
700,Edward Freeman,BC,,,Left,CF
701,Sandy Zipp,EN,,,Left,CF
702,Jacky Wacky,S,,,Right,2B
703,Emerson Austin,BP,,,Right,3B
708,Judge Reinhold,P,TD,H,Left,P
711,Abelardo Montoya,MH,,,Left,LF
713,Pang Winn,XB,,,Left,SS
714,Randy Pole,P,TT,S,Right,P
716,Kurt Anger,P,TT,S,Left,P
719,Nikola Tefla,XB,,,Left,SS
720,Dick Pole,MH,,,Right,C
723,Vinny Vega,SF,,,Right,CF
724,Jay Peg,WC,,,Right,SS
726,Dirk Thrustmore,XB,,,Right,3B
727,Methuselah Conzo,WC,,,Right,1B
728,Jeremy Carolina,XB,,,Right,2B
729,Scrub Magooch,P,FP,H,Left,P
730,Kyle Bellinger,BC,,,Left,C
734,Kevin Harrison,S,,,Left,3B
738,Johññy Coppolella,BC,,,Right,SS
739,Jeter O'Cola,BC,,,Right,SS
740,Bartholomew J. Bottomtext,SM,,,Left,CF
743,Festus Ezeli,1B,,,Right,2B
745,WILL THE THRILL,SF,EG,S,Left,PH
746,Michael Scarn,1B,,,Left,CF
752,Skinny Bear Brown Hill,P,BS,B,Right,P
755,Rake Inthelake,WC,,,Left,3B
756,Jayson Kincaid,BP,,,Right,LF
758,Warren Andrews,P,EG,H,Right,P
762,Legend 27,1B,,,Right,C
765,Baron Harold Willingsby,WC,,,Right,2B
770,Dottie,SF,,,Left,C
771,Lee Allen Ripley,P,FP,H,Left,P
772,Mike Fruitstand,P,EG,S,Right,P
774,Amper Sand,BP,,,Right,RF
775,LaCarpetron Dukemarriot,P,TT,H,Right,P
776,Anakin Kendrick,P,BS,S,Right,P
777,Jaeger Ward,P,NH,B,Right,P
778,Tyler Pylon,1B,,,Left,CF
779,Primal Cookie,BC,,,Right,2B
780,Matt Taylor,BC,,,Right,CF
781,Grand Salami,BP,,,Right,SS
782,Mike Hampton,TT,,,Right,3B
783,Kenny Kawaguchi,XB,,,Right,C
784,Red Fox,BC,,,Right,SS
786,Hunter Scott CCCXXVII,P,TD,H,Left,P
788,JZ,P,WC,S,Right,P
802,B.a. Dickey,P,NH,S,Left,P
813,Tendaji Okoye,WC,,,Left,C
814,Saitoo Syde,TT,,,Right,C
815,Yahtzee Pinocchio,P,WC,B,Left,P
1692,Tristan Leung,P,SF,S,Left,P
1698,Jonny Mac,S,,,Right,3B
1699,Pork Torkleton,SM,,,Right,C
1700,KlentakPay TheFuckingTax,WC,,,Right,2B
1701,DeVon Pepper,BP,,,Left,SS
1703,Harry McPotterson,P,BF,H,Left,P
1705,sarah,SM,EG,S,Left,PH
1706,Ferret McGivins,XB,,,Right,C
1710,Chase Hillinger,MH,,,Right,CF
1715,Dinglebop McKringleberry,1B,,,Right,2B
1717,Corey Scooter,XB,,,Right,1B
1718,Beeg Yoshi,1B,WC,H,Left,PH
1719,Moby Dick,1B,,,Left,C
1720,Henryk Szydlowski,WC,,,Right,1B
1721,Zack Mouse,WC,,,Left,C
1722,James Jameson LXIX,WC,,,Left,CF
1723,William Lloyd Garrison,XB,,,Right,1B
1724,Hannibal Bligh,BN,,,Right,3B
1725,Trevor Rose,BN,,,Right,SS
1729,Calvin Guerensk,BN,,,Right,3B
1732,Gang Weed,BC,,,Left,3B
1733,Bonesy McSkellington,S,,,Left,CF
1734,Streetlamp LeMoose,EN,,,Left,2B
1736,Bob Dobby,P,WC,S,Right,P
1737,Slappy McBatty,BN,,,Right,2B
1738,Leroy Hawk,BN,,,Left,CF
1743,Cagney O’verpaid,P,SF,B,Left,P
1745,Robbie Liapis,BP,,,Left,1B
1748,Sweet Bobby Dangles Jr,XB,,,Left,3B
1752,Brian Talapia,BP,,,Left,CF
1755,Joe Whomper,XB,,,Right,1B
1756,Speedy Claxton,S,,,Right,2B
1759,Che Or,P,WC,S,Right,P
1762,Shogun Of Harlem,WC,,,Right,3B
1763,Dermot Mulveiny,BP,,,Right,2B
1764,Ross Ewage,XB,,,Right,1B
1767,Ace Sputley,P,BF,H,Right,P
1768,Cam Caminiti,TT,,,Right,LF
1770,Husky Pawson,WC,,,Right,CF
1771,Pierre to the Throne,BC,,,Left,CF
1772,"Johnny ""Pudge"" Walker",MH,,,Right,1B
1773,Skippy Gustafsson,WC,,,Left,1B
1774,Monica M. Clinton,MH,,,Left,RF
1776,Nicholas Fouss,S,NH,H,Left,PH
1777,Alexander West,P,TT,B,Right,P
1778,Tommy Tightpants,BP,,,Right,SS
1779,Herderber Derperger III,BC,,,Right,C
1781,Dirk Leschnewski,BP,,,Right,CF
1784,Dick Nutter LXIX,BP,,,Right,CF
1785,Elmo Seabreeze,S,,,Right,3B
1786,Sleve McDichael,P,BF,H,Right,P
1788,Apple Watch,BC,,,Left,CF
1790,Almondo Albuterol,TT,,,Right,1B
1792,Simba Martinez,S,,,Left,LF
1794,Truck Month,1B,,,Right,RF
1797,Mike Unt,SF,,,Right,3B
1798,Pedro Cerrano-Spaz,S,,,Left,2B
1799,Alternate Site,XB,,,Right,2B
1800,Kirby Birch,WC,,,Right,LF
1801,Doc Dockgoose,BN,,,Left,C
1802,Mantis Toboggan,BP,,,Right,3B
1808,Cap,BN,,,Right,3B
1809,Tex Hershey,WC,,,Left,LF
1810,Jason Varitek,SM,,,Right,C
1811,Doc Crudelly,BN,,,Left,LF
1813,Freddie Huff,WC,,,Right,3B
1814,Mo Jungo,XB,,,Right,C
1815,Hubert Farnsworth,XB,,,Right,3B
1817,Babraham Thincoln,BP,,,Left,RF
1818,Tabasco Greensauce,P,SF,B,Right,P
1824,Ax Finesse,TT,,,Right,C
1825,Jerry Ricecake,P,1B,H,Left,P
1826,Jimmy Haase,BP,,,Right,1B
1827,God Carew,1B,,,Left,1B
1828,Salazar Santiago,P,BS,H,Left,P
1830,Guidooooo,SM,,,Left,CF
1832,Videl Valor,BN,,,Left,1B
1834,Bob Kelso,P,NT,H,Right,P
1838,Brian Taylor,P,TD,S,Left,P
1839,Big Smoke Anderson,BN,,,Right,C
1841,Nick Willis Jr.,P,TT,S,Right,P
1842,Haloick Oasis,S,,,Left,CF
1843,Skippy Schumaker,BC,,,Right,3B
1844,Ioe Torrent,BP,,,Right,3B
1942,Hero Brine,BP,,,Right,SS
1943,Oxleohl Driver,S,,,Left,2B
1946,Hornet Hives,BP,,,Left,SS
1947,Alaina Mclean,HK,,,Left,SS
1949,Davoin Shower-Handel,BC,,,Left,CF
1951,Turnip Stonk,XB,,,Left,1B
1953,Dan Gerzone,P,BS,B,Right,P
1956,vladimir putin putin,P,BS,H,Left,P
1958,Reggie Stocker,BP,,,Left,RF
1959,Frankson Ahtra,BC,,,Left,1B
1960,Aidan Myers,BP,,,Right,C
1961,Gray Goose McGillicuddy,P,EG,H,Right,P
1962,Basethony Balltano,P,EN,B,Right,P
1963,Slim Mathers,WC,,,Right,SS
1964,Jabreakit Jubawit,XB,,,Right,2B
1977,Alex Yaxley,P,NH,S,Right,P
2055,Catfish Champ,XB,,,Right,CF
2206,Dirk Digglet,P,WC,S,Left,P
2207,Fik Seiko,P,1B,S,Left,P
2213,Max Jarquavius Jr.,EN,,,Left,1B
2215,Jack Ryan,P,WC,H,Right,P
2220,Dogwood Maple,XB,,,Right,2B
2221,JC Nicholson,P,NT,S,Right,P
2222,Not From Wisconsin,XB,,,Right,3B
2224,Penny Pupton,S,,,Left,1B
2225,Raylees D. Kraken,WC,,,Right,LF
2229,King Kruul,TT,,,Left,RF
2230,Garfield Chubbs,BP,,,Right,3B
2232,Jerry Stocker,MH,,,Left,LF
2236,Sticky Mickey Mantle,BP,,,Right,SS
2239,John-Rhys Ealy,WC,,,Right,3B
2240,ModeratoSevere PlaquePsoriasis,XB,,,Right,SS
2241,Johnny Omar,WC,,,Right,2B
2242,Wonder Francoh,XB,,,Right,1B
2243,Matthew Paul,MH,,,Right,LF
2244,Revant Avenir,WC,,,Right,LF
2245,Herb Sessions,P,BS,H,Left,P
2246,Ronnie Wristclocks,SM,,,Right,2B
2249,Ananias Thomson,P,NH,B,Right,P
2251,Luke Skywalker,BN,,,Left,1B
2252,Mike Litoris,BC,,,Left,C
2253,Phillip Mahooters,BC,,,Right,1B
2256,Doc Otis,1B,,,Left,LF
2258,Sid Houn,P,TD,S,Right,P
2260,Willians Adobestudio,BP,,,Right,C
2261,Jeff Loldee,S,,,Right,LF
2262,Burg McTurdBerg,SF,,,Right,2B
2274,Macho Man,S,,,Right,SS
2275,John Smith,MH,,,Left,LF
2276,Kev Biffington,TT,,,Left,CF
2277,Oregano Moon,S,,,Left,SS
2281,Edge Rocks,WC,,,Right,3B
2282,Troy Pressing,BP,,,Right,1B
2285,Josh Peterson,XB,,,Right,2B
2291,Richard Avery,SF,,,Right,3B
2327,Pope Coswi,BC,,,Right,2B
2328,Wazz Up,BN,,,Right,RF
2329,Tencer Sporkelson,TT,,,Left,3B
2332,Perry Platypus,1B,,,Left,SS
2333,Juran Riley,XB,,,Right,LF
2334,Buck Maverick,XB,,,Left,3B
2335,MELTZ Slander,BC,,,Right,SS
2337,Corn Barn,MH,,,Right,2B
2339,Bames Nond,P,FP,S,Left,P
2340,Guthlac son of Romund,WC,,,Left,C
2341,Noah Clemens,XB,,,Right,C
2342,Egor Kucherov,BC,,,Left,SS
2344,Cybeast Falzar,1B,,,Right,SS
2345,Mazy Loron,P,WC,S,Right,P
2347,Waffles O'Laughlin,BC,,,Left,2B
2349,Terry Gaskins,XB,,,Left,C
2350,Bad Mulligan,1B,POS,,Left,C
2351,Owen Doar,WC,,,Right,2B
2353,Theo Rodder,BC,,,Right,1B
2354,Roidy Magoo,BC,POS,,Right,RF
2356,Tristan Philip-guide,WC,,,Left,1B
2357,Hugh Jass,WC,,,Right,CF
2359,Tremendous Masters,BP,,,Right,1B
2362,Old Hoss Radbourne,BC,,,Left,CF
2363,Kilometers Man,XB,,,Right,SS
2364,Speven McDinkims,BC,,,Right,3B
2365,Memento Mori,BC,,,Right,CF
2366,Briek Vermeesch,XB,,,Right,CF
2367,Dick Sledge,TT,,,Right,1B
2368,Theodore Charmsek,1B,,,Right,3B
2371,Frederick Thunderpants,BP,,,Right,SS
2372,Obama But White,P,TT,H,Right,P
2375,Richard Thumpus,BP,,,Right,3B
2376,Nate Park,BC,,,Right,2B
2377,Mark Spoon,P,FP,B,Left,P
2379,Anthony Burland,1B,,,Right,LF
2380,Robben Banks,WC,,,Right,2B
2381,Lou Bronco,EN,,,Right,2B
2383,Boots Malarkey,BP,,,Left,1B
2384,Kyl Saltzer,WC,,,Right,3B
2385,Randy Scrub,XB,,,Right,CF
2386,Adam Page,WC,,,Right,2B
2388,Michael Pizza,SF,,,Right,3B
2389,Gerald McCoy,BP,,,Left,C
2393,Tanguy Chan,XB,,,Left,CF
2394,Betardo Carrero,SF,,,Right,LF
2395,Bryant Gronkiewicz,P,WC,B,Right,P
2397,Kuuma Kivi,P,TT,B,Left,P
2452,Large Attractive,BP,,,Right,CF
2455,Malcolm Fish,TT,,,Left,C
2456,Xavier Johnson,SM,,,Right,SS
2457,Nate Duke,P,BB,S,Left,P
2458,Seamore Asscrack,BC,,,Left,2B
2460,Lonely Llama,WC,,,Right,3B
2461,Pontius Inebrius,P,BS,H,Right,P
2462,FitnessGram Pacer Test,SF,,,Right,CF
2464,Testiclees Vas Deferens,BN,,,Right,RF
2466,Alytral Baybi,P,NH,H,Left,P
2467,Nota Nam III,BP,,,Right,LF
2468,King Fakezi,BP,,,Right,1B
2469,Kermit Shellb,P,BS,H,Right,P
2472,Brock Dusty,SF,,,Right,SS
2474,Six Finger McMillan,WC,,,Right,C
2476,Mikel Jardin,TT,,,Left,C
2477,Caleb Bolden,P,BS,H,Right,P
2478,Mrs Dirk,P,EG,S,Right,P
2483,Mad Jack,1B,,,Left,C
2484,Ricky Isosceles,BN,,,Right,3B
2486,Tex Wolffe,SF,,,Right,2B
2487,Stu PunDous,BC,,,Right,RF
2488,Ringo Starr,BN,,,Left,CF
2489,Pitter Patter,S,,,Right,LF
2490,Boots Poffenberger,WC,,,Left,RF
2491,Sal Robusta,WC,,,Left,1B
2492,He'Bryan Kayes,WC,,,Right,3B
2493,Cass Standing,BC,,,Left,3B
2495,Sir Roderick Musclestache,P,FP,H,Right,P
2496,Tate Spudworth III,XB,,,Left,C
2557,Matt Longballo,P,TT,H,Left,P
